transaction_id,member_id,isbn,checkout_date,return_date,branch_id
TXN003667,M84262,978-1-77524-014-3,2025-12-03,2026-01-02,BR009
TXN003668,M16471,978-0-647-76310-0,2025-08-14,2025-08-19,  BR015 
TXN003669,M25876,,2026-01-29,,BR002
TXN003670,M40149,978-0-8346-5787-8,2025-08-12,,BR001
TXN003671,M78422,978-0-661-12620-2,2025-01-31,2025-03-02,BR007
TXN003672,M13906,978-0-493-18137-0,11/29/2024,2024-12-29,BR011
TXN003673,M98701,978-1-4147-5690-5,2024-09-23,,BR002
TXN003674,M20959,978-1-76921-053-4,2026-01-31,2026-02-03,BR006
TXN003675,M47848,978-0-916503-44-4,2025-04-22,2025-05-22,BR015
TXN003676,M51854,978-0-406-93751-3,2026-01-14,2026-01-16,BR010
TXN003677,M73253,978-0-16-852531-7,2025-01-02,2025-01-13,BR011
TXN003678,M50544,978-0-265-97460-5,2026-03-18,2026-04-13,BR006
TXN003679,M22800,,2025-01-08,2025-01-09,BR004
TXN003680,M69905,978-0-7156-0338-3,2025-08-29,2025-09-10,BR015
TXN003681,M46562,978-1-384-30979-8,2024-11-24,2024-11-27,BR007
TXN003682,M53438,,2025-10-09,,BR012
TXN003683,M66734,978-1-280-07272-7,2025-08-17,2025-08-20,BR007
TXN003684,M11709,978-0-02-248248-0,2026-03-31,2026-04-28,BR015
TXN003685,M21343,978-0-305-57083-5,2025-01-28,,BR005
TXN003686,M68591,978-0-544-92683-7,2026-05-12,2026-06-11,BR007
TXN003687,M87526,978-1-362-05449-8,2026-06-05,2026-06-06,BR001
TXN003688,M58140,978-0-7517-5889-4,2025-11-11,2025-11-18,BR007
TXN003689,M48561,978-1-4199-1605-2,2025-12-22,2026-01-10,BR009
TXN003690,M91504,978-1-119-92551-4,2025-09-30,2025-10-01,BR010
TXN003691,M79200,978-0-86717-080-1,2024-11-19,2024-12-18,BR009
TXN003692,M93267,978-1-184-55375-9,2025-01-24,2025-02-15,BR009
TXN003693,M93996,978-0-9551240-5-1,2025-11-14,,BR006
TXN003694,M87510,978-0-636-78508-3,2024-12-17,2025-01-05,BR008
TXN003695,M69568,978-1-364-71027-9,2025-12-30,2026-01-04,BR012
TXN003696,M12919,978-1-4649-1111-8,2025-10-03,2025-10-28,BR007
TXN003697,M56990,978-0-261-34097-8,2026-05-30,2026-06-27,BR010
TXN003698,M34480,978-1-4036-4882-2,26/11/2025,2025-11-27,BR002
TXN003699,M84925,978-0-88221-145-9,2026-05-01,2026-05-13,BR002
TXN003700,M53989,978-1-294-20954-6,2025-05-27,2025-06-06,BR008
TXN003701,M21824,978-1-5418-1563-6,2025-08-03,2025-08-23,BR008
TXN003702,M34232,978-1-179-45491-7,2026-02-17,2026-03-16,BR009
TXN003703,M94538,978-0-484-86470-1,2026-02-28,2026-03-19,BR002
TXN003704,M62797,978-1-66919-530-6,11/09/2024,2024-09-16,BR005
TXN003705,M89057,978-0-333-29594-6,03/13/2026,2026-03-28,BR009
TXN003706,M16998,978-0-9559636-3-6,2024-10-24,2024-11-02,BR012
TXN003707,M27287,978-1-381-13370-9,2026-02-05,2026-02-17,BR006
TXN003708,M73714,978-1-71324-754-8,2025-11-02,2025-11-19,BR006
TXN003709,M26569,,2026-04-07,2026-05-05,BR010
TXN003710,M58125,978-0-433-21819-7,2025-10-29,2025-11-22,BR012
TXN003711,M16524,978-1-155-59062-2,2025-08-19,2025-09-17,BR004
TXN003712,M54849,978-0-590-94798-5,2026-06-02,2026-06-29,BR008
TXN003713,M27827,978-1-78889-221-6,2024-08-17,2024-09-16,BR003
TXN003714,M83399,978-1-4083-7819-9,2026-05-09,,BR001
TXN003715,M73632,978-1-182-37721-0,2025-06-02,2025-06-11,BR003
TXN003716,M69326,978-1-09-074260-5,2025-10-07,,BR007
TXN003717,M81073,978-0-7055-4943-1,2025-07-15,2025-07-17,BR001
TXN003718,M56062,978-1-904268-18-5,2025-11-05,2025-11-17,BR002
TXN003719,M10134,978-1-65948-182-2,2025-10-26,2025-11-22,BR015
TXN003720,M96106,978-1-335-35748-9,02/22/2026,,BR007
TXN003721,M15717,978-1-879788-89-3,2025-08-01,2025-08-16,BR014
TXN003722,M16978,978-0-7295-9639-8,24/05/2026,,BR004
TXN003723,M70604,978-0-10-273663-2,2024-08-13,2024-08-14,BR010
TXN003724,M10603,978-1-4091-9693-8,2026-05-07,2026-05-28,BR015
TXN003725,M21353,978-0-923898-62-5,2024-12-19,2025-01-11,BR013
TXN003726,M52890,978-0-05-397871-6,2025-07-30,2025-08-25,BR013
TXN003727,M84381,978-0-340-19293-1,2024-12-23,2024-12-30,BR010
TXN003728,M64018,978-1-65141-343-2,2025-04-17,2025-05-03,BR005
TXN003729,M25147,978-1-927125-66-3,2025-08-25,2025-09-11,BR010
TXN003730,M28514,978-1-84466-345-3,2025-06-15,2025-07-03,BR013
TXN003731,M20832,978-0-222-06447-9,2024-07-04,2024-07-06,BR001
TXN003732,M30149,978-0-7542-8846-6,05/11/2025,2025-11-13,BR011
TXN003733,,978-0-555-79420-3,2026-02-03,2026-03-04,BR015
TXN003734,M57178,978-0-297-19884-0,2025-11-01,2025-11-09,BR013
TXN003735,M54223,978-1-131-46753-5,2025-03-17,2025-03-30,BR007
TXN003736,M45783,978-1-69839-859-4,2025-09-17,2025-10-02,BR001
TXN003737,M35396,978-0-333-73125-3,2025-02-16,2025-03-17,BR012
TXN003738,M49265,978-0-636-46059-1,2026-01-22,2026-01-28,BR004
TXN003739,M51670,978-0-7019-5866-4,2025-05-05,2025-06-04,BR015
TXN003740,M92656,978-1-4100-9538-1,2025-01-13,2025-01-31,BR007
TXN003741,M16217,978-1-153-35554-4,2024-08-15,2024-09-14,BR008
TXN003742,M46267,978-1-71891-199-4,2024-08-19,2024-08-30,BR006
TXN003743,M56194,978-1-989354-64-3,2025-10-22,2025-10-28,BR003
TXN003744,M11275,978-0-7331-5716-5,2024-11-15,2024-12-10,BR015
TXN003745,M52539,978-1-249-60170-8,2025-01-29,2025-02-22,BR011
TXN003746,M13611,978-0-7829-5988-8,2026-01-21,2026-01-25,BR002
TXN003747,M20922,978-1-168-09564-0,2025-11-19,2025-12-02,BR013
TXN003748,M22419,978-0-229-27065-1,2025-07-17,2025-07-27,BR003
TXN003749,M68351,978-1-81449-147-5,2024-12-29,2025-01-04,BR011
TXN003750,M93079,,2026-06-16,2026-07-16,BR012
TXN003751,M40645,978-1-296-69417-3,2025-11-24,2025-12-16,  BR012 
TXN003752,M33216,978-1-4310-7427-3,2024-10-26,2024-11-10,BR011
TXN003753,M51123,978-1-180-07784-6,2026-02-10,2026-02-12,BR006
TXN003754,M11386,978-0-629-17148-0,2025-10-28,2025-11-27,BR013
TXN003755,M16655,978-0-376-81511-8,2024-12-16,2025-01-09,BR006
TXN003756,M33998,978-1-03-029301-3,11/25/2025,2025-12-17,BR013
TXN003757,,978-1-175-80803-5,2026-06-07,2026-06-09,BR001
TXN003758,M74528,978-1-971557-93-9,2024-10-13,2024-10-18,BR012
TXN003759,M70777,978-0-552-16674-4,2024-12-11,2025-01-04,  BR015 
TXN003760,M87317,978-0-656-76618-5,2025-06-12,2025-07-07,BR015
TXN003761,M18619,,2025-03-09,2025-03-31,BR007
TXN003762,M91532,978-0-7629-1430-2,2024-08-24,2024-08-31,BR013
TXN003763,M85887,978-0-487-09872-1,02/19/2025,2025-02-21,BR006
TXN003764,M38116,978-0-616-57652-6,2025-09-16,2025-10-11,BR010
TXN003765,M47252,978-1-877492-94-5,12/09/2025,2025-10-12,BR005
TXN003766,M22293,978-0-00-375398-1,07/17/2024,2024-08-15,BR015
TXN003767,M32840,978-0-611-03565-3,2024-11-16,2024-11-24,  BR006 
TXN003768,M58994,978-0-7169-8837-3,2025-11-05,,BR003
TXN003769,M60845,978-1-357-79071-4,2026-01-11,2026-01-30,BR007
TXN003770,M85708,,2024-10-09,2024-10-23,BR001
TXN003771,M81761,978-0-408-23101-5,2026-04-15,2026-05-01,BR007
TXN003772,M44441,,2025-09-23,2025-10-09,BR012
TXN003773,M75661,978-1-344-81230-6,2025-09-22,2025-09-29,BR012
TXN003774,M96797,978-1-4686-2728-2,2024-12-19,2024-12-31,BR005
TXN003775,M39494,,2026-05-26,2026-06-08,BR007
TXN003776,M30601,978-1-86518-506-4,2026-01-22,2026-02-03,BR004
TXN003777,M11448,978-1-5054-2960-2,2026-04-02,2026-04-07,BR007
TXN003778,M61270,978-0-10-804661-2,2024-09-03,2024-09-09,BR008
TXN003779,M86298,978-0-660-44324-9,2025-04-05,2025-04-28,BR011
TXN003780,M29588,978-0-495-98811-3,2025-12-06,2025-12-10,BR005
TXN003781,M19141,,2024-12-12,,BR013
TXN003782,M15221,978-1-58466-486-4,2024-12-02,2024-12-14,BR014
TXN003783,M42018,,2025-07-14,2025-08-01,BR013
TXN003784,M64264,978-1-4218-5457-1,2025-05-21,2025-06-19,BR001
TXN003785,M25289,978-0-8123-9278-4,2026-06-09,2026-06-14,BR008
TXN003786,M90775,978-1-198-54582-5,2025-02-18,2025-03-20,BR015
TXN003787,M69839,978-0-04-041071-7,2024-12-05,2024-12-23,BR009
TXN003788,M69132,978-0-9766105-4-0,2026-01-07,2026-01-13,BR014
TXN003789,M87780,978-0-8113-6403-4,2025-07-29,2025-07-31,BR005
TXN003790,M40270,978-0-912187-06-8,2024-08-07,2024-09-05,BR007
TXN003791,M33485,978-0-04-159149-1,2024-11-07,2024-11-24,BR008
TXN003792,M34449,978-1-4620-2135-2,2025-02-04,2025-02-27,BR008
TXN003793,M88097,978-1-64660-332-9,2025-04-10,,BR002
TXN003794,M55121,978-1-68172-257-3,2025-07-15,2025-07-16,BR012
TXN003795,M33715,978-0-19-181828-8,2025-08-24,2025-09-13,BR002
TXN003796,M96540,978-1-09-346754-3,2024-11-02,2024-11-28,BR015
TXN003797,M26317,978-1-288-68879-1,2026-06-03,,BR012
TXN003798,M57977,978-0-209-40037-5,2025-03-21,2025-04-07,BR002
TXN003799,M67216,978-0-7668-0984-0,2025-03-09,2025-03-12,BR006
TXN003800,M87141,978-0-391-84180-2,02/27/2025,2025-03-15,BR012
TXN003801,M31951,978-0-18-005375-1,11/10/2024,2024-11-12,BR007
TXN003802,M16598,978-0-935001-15-0,2024-08-22,2024-09-09,BR015
TXN003803,M89150,978-1-4168-6227-7,2025-11-09,2025-11-29,BR009
TXN003804,M30260,978-1-79631-994-1,19/09/2024,2024-10-15,BR008
TXN003805,M76724,978-0-01-922095-8,2025-10-06,,BR014
TXN003806,M22579,978-1-86850-745-0,26/05/2026,2026-06-11,BR003
TXN003807,M31300,,2025-11-18,2025-12-08,BR003
TXN003808,M48606,978-1-4812-4211-0,2026-02-13,2026-02-18,BR003
TXN003809,M17754,978-0-487-09872-1,2025-03-23,2025-04-01,BR005
TXN003810,M95830,978-0-461-47683-5,2025-02-11,2025-02-28,BR015
TXN003811,M24379,978-0-437-51866-8,2026-01-16,2026-01-23,BR010
TXN003812,M11337,978-1-944064-09-9,2025-08-06,,BR003
TXN003813,M37244,978-0-577-20441-4,2025-02-11,2025-02-16,BR015
TXN003814,M38707,978-1-4721-9705-4,2025-09-07,2025-09-19,BR012
TXN003815,M26671,978-0-8249-6718-5,2024-07-02,2024-07-09,BR004
TXN003816,M15430,978-1-69275-895-0,2025-01-14,,BR009
TXN003817,M53970,978-0-460-08236-5,2025-03-24,2025-03-25,BR005
TXN003818,M99414,978-0-86376-599-5,2026-02-03,2026-02-23,BR006
TXN003819,M40252,978-1-83687-477-5,2026-02-22,2026-03-07,BR008
TXN003820,M86619,978-0-683-95070-0,2025-08-05,2025-08-08,BR004
TXN003821,M99625,,09/06/2026,2026-06-12,BR003
TXN003822,M64488,978-0-601-66299-9,2024-07-10,2024-08-07,BR008
TXN003823,M89707,,2024-11-14,2024-12-01,BR003
TXN003824,M38595,978-0-7086-6882-5,2024-10-06,2024-10-30,BR005
TXN003825,M80937,978-1-04-805892-5,2024-09-13,2024-09-19,BR010
TXN003826,M29770,978-0-389-74326-2,2025-10-19,2025-10-20,BR002
TXN003827,M75678,978-0-12-653273-9,2025-05-29,2025-06-25,BR009
TXN003828,M64746,978-0-11-802669-7,2025-09-22,2025-10-21,BR008
TXN003829,M15318,978-1-179-04470-5,2024-08-08,2024-08-27,BR015
TXN003830,M77127,978-1-936806-35-5,2025-03-08,,BR006
TXN003831,M86180,978-1-7353236-6-4,2024-12-30,2025-01-14,BR005
TXN003832,M66555,978-1-113-63379-8,2026-04-16,2026-05-11,BR011
TXN003833,M34715,978-0-87183-410-2,2025-09-09,2025-09-19,BR007
TXN003834,M94832,978-1-79706-734-6,2026-06-28,2026-07-26,BR008
TXN003835,M32143,978-1-75885-627-9,2024-12-23,2024-12-26,BR015
TXN003836,M48734,978-0-637-31180-9,2024-08-23,2024-09-14,BR004
TXN003837,M28015,978-1-71921-496-4,2026-06-02,2026-06-13,BR011
TXN003838,M44937,978-1-5447-0229-2,2024-11-29,2024-12-16,BR011
TXN003839,,978-0-8023-8061-6,2024-07-04,2024-07-24,BR009
TXN003840,M90963,978-0-15-120039-9,2025-01-16,2025-02-09,BR003
TXN003841,M50781,978-1-78284-106-7,2025-12-10,2026-01-01,BR011
TXN003842,M59842,978-1-66695-413-5,2024-12-14,2024-12-22,BR009
TXN003843,M27560,978-0-03-401535-5,2025-06-20,2025-06-26,BR008
TXN003844,M57924,978-0-525-65995-2,2025-07-06,2025-07-14,BR009
TXN003845,M44175,978-1-991251-34-3,2024-08-18,2024-08-21,BR013
TXN003846,M20313,978-0-585-34658-8,06/21/2026,2026-07-07,BR014
TXN003847,M63171,,2026-04-25,2026-05-23,BR012
TXN003848,M71198,978-0-467-49066-8,2026-04-05,2026-04-27,BR015
TXN003849,M45201,978-0-421-86747-5,2025-05-27,2025-06-25,BR007
TXN003850,M45160,978-0-564-71855-9,2025-09-08,2025-09-16,BR004
TXN003851,M67224,978-1-353-84256-1,2026-02-17,2026-03-02,BR014
TXN003852,M87941,978-1-4280-5376-2,2025-05-23,,BR013
TXN003853,M37344,978-0-900185-13-7,2026-06-26,2026-07-06,BR002
TXN003854,M58488,,2026-04-07,2026-04-26,BR012
TXN003855,M53521,978-0-607-70040-4,2024-09-21,,BR009
TXN003856,M54786,978-1-86811-143-5,2025-05-11,2025-06-06,BR010
TXN003857,M58655,978-1-989354-64-3,2025-06-03,2025-06-09,BR005
TXN003858,M24790,978-1-179-93781-6,13/10/2025,2025-10-22,BR001
TXN003859,M27918,978-0-87472-913-9,2025-06-26,2025-07-09,BR002
TXN003860,M26061,978-0-10-728878-5,2025-09-16,2025-09-25,BR001
TXN003861,M95283,978-0-491-41686-3,2026-01-13,2026-01-19,BR004
TXN003862,M64454,978-0-15-890164-0,2026-05-12,2026-05-22,BR013
TXN003863,M37982,978-0-14-530385-3,2025-12-26,2026-01-03,BR008
TXN003864,M96217,978-1-08-271721-5,28/11/2024,2024-12-20,BR002
TXN003865,M12368,,2024-07-16,2024-07-20,BR011
TXN003866,,978-0-297-55726-5,2024-11-09,2024-12-09,BR015
TXN003867,M25761,978-0-16-434241-3,2025-03-12,,BR008
TXN003868,M83004,978-0-216-10705-2,2025-06-06,2025-06-28,BR004
TXN003869,M46616,978-1-398-62895-3,2025-05-09,2025-05-26,BR007
TXN003870,M70378,978-1-09-635476-5,2026-03-02,2026-03-09,BR001
TXN003871,M94255,978-1-78652-785-1,2025-09-28,2025-10-24,BR012
TXN003872,M54752,978-0-87181-335-0,2024-11-04,2024-11-19,BR004
TXN003873,M69371,978-0-389-55465-3,2026-04-23,2026-05-07,BR007
TXN003874,M34680,978-0-09-788208-6,2025-06-22,2025-06-24,BR002
TXN003875,M94633,978-1-399-81274-0,2025-05-01,2025-05-16,BR014
TXN003876,M80386,978-1-69100-822-3,2024-09-10,2024-10-02,BR006
TXN003877,M15980,,2024-11-28,2024-12-26,BR015
TXN003878,M99445,978-0-350-30587-1,2025-02-06,2025-02-17,BR002
TXN003879,M70701,978-0-543-58644-5,2025-08-25,2025-09-14,BR002
TXN003880,M49468,978-0-929907-22-2,2025-12-06,2025-12-31,BR012
TXN003881,M38523,978-0-86690-625-8,2025-08-14,2025-08-17,BR013
TXN003882,M74798,978-0-579-05072-9,2025-10-10,2025-10-23,BR004
TXN003883,M91583,978-1-287-28660-8,2026-05-23,2026-05-29,BR009
TXN003884,M13511,978-1-250-73305-4,2026-06-03,2026-07-01,BR010
TXN003885,M73522,978-1-68549-272-4,2026-05-15,2026-06-04,BR003
TXN003886,M56169,978-1-64203-625-1,2025-04-16,2025-04-22,  BR015 
TXN003887,M29762,978-1-102-37264-6,2024-08-15,2024-08-22,BR004
TXN003888,M78447,978-1-74238-856-4,2026-05-28,2026-06-25,BR001
TXN003889,M72086,978-1-235-04056-6,09/10/2025,2025-09-15,BR013
TXN003890,M39705,978-1-71120-754-4,2025-12-12,2025-12-14,BR009
TXN003891,M71543,978-0-7530-0119-6,2026-03-09,2026-03-11,BR009
TXN003892,M77036,978-0-582-40554-7,2024-07-24,2024-07-28,BR008
TXN003893,M76278,978-1-08-917768-5,2026-04-16,,BR007
TXN003894,M11855,978-1-5203-7583-0,2025-08-18,,BR007
TXN003895,M94516,978-1-62455-407-0,2026-03-31,2026-04-18,BR004
TXN003896,M98836,978-0-03-447650-7,2024-08-23,,BR012
TXN003897,M74617,978-1-05-211203-3,2025-02-03,2025-02-12,BR015
TXN003898,M80009,978-1-232-28058-3,2025-03-23,2025-04-07,BR008
TXN003899,M44426,978-0-7365-1189-6,2024-11-29,2024-12-04,BR004
TXN003900,M28564,978-0-292-66254-4,2025-05-16,2025-06-10,BR001
TXN003901,M89616,978-0-281-23710-4,2026-03-10,2026-04-01,BR006
TXN003902,M84196,978-0-8012-3428-6,01/03/2026,2026-01-15,BR003
TXN003903,M63087,978-1-158-02909-9,2026-01-07,2026-01-18,BR014
TXN003904,M37664,978-1-01-204556-2,2026-04-24,2026-05-21,BR015
TXN003905,M93287,978-1-72123-008-2,2026-06-15,2026-06-18,BR014
TXN003906,M94902,978-1-256-39427-3,2024-11-05,2024-12-01,BR005
TXN003907,M74458,978-0-398-86365-4,2026-06-02,2026-06-13,BR001
TXN003908,M40030,978-1-186-95724-1,2026-05-14,2026-06-01,BR013
TXN003909,M52461,978-0-390-19817-4,2026-01-13,2026-01-19,BR004
TXN003910,M62598,978-0-7388-5467-0,2025-03-15,2025-03-28,BR013
TXN003911,M40046,978-1-938546-09-9,2025-05-09,2025-05-12,BR011
TXN003912,M51134,978-1-312-97341-1,2025-02-12,2025-02-21,BR001
TXN003913,M84537,978-1-74238-856-4,2025-06-28,2025-07-01,BR015
TXN003914,M58272,978-1-295-91257-5,2025-05-01,,BR002
TXN003915,M98241,978-0-18-838456-7,2025-03-18,,BR005
TXN003916,M97887,978-1-82608-252-4,2025-10-28,2025-11-16,BR010
TXN003917,,978-0-11-250231-9,2025-11-06,2025-11-08,BR006
TXN003918,M72542,978-1-188-39774-8,2025-06-20,2025-07-04,BR001
TXN003919,M30748,978-1-71990-384-4,2024-07-03,2024-07-19,BR010
TXN003920,M22595,978-1-82806-479-5,2024-09-23,2024-09-30,BR003
TXN003921,M84917,978-0-389-55465-3,2025-04-23,2025-05-06,  BR015 
TXN003922,M70654,978-0-8143-2298-7,2025-03-24,,BR007
TXN003923,M78579,978-1-4538-1792-6,02/27/2026,2026-03-28,  BR003 
TXN003924,M73422,978-1-140-36348-4,2025-04-15,2025-04-30,BR013
TXN003925,M95463,978-1-78686-337-9,2025-09-10,2025-10-03,BR008
TXN003926,M85599,978-1-57131-984-5,2026-01-16,2026-02-03,BR010
TXN003927,M65096,978-1-84361-424-1,2025-04-28,2025-05-27,BR011
TXN003928,M50470,978-0-636-57837-1,2025-01-20,2025-02-02,BR002
TXN003929,M53098,978-1-933410-16-6,2025-03-03,2025-03-29,BR009
TXN003930,M85788,978-0-275-99801-1,2024-09-10,2024-09-12,BR004
TXN003931,M30780,978-1-231-22099-3,2025-09-01,2025-09-26,BR006
TXN003932,M55757,978-0-519-70181-0,2024-07-03,2024-07-22,BR005
TXN003933,M93897,978-0-618-48974-9,2025-09-23,,BR008
TXN003934,M16545,,2026-03-30,2026-04-14,BR007
TXN003935,M61857,978-0-7308-7143-9,2026-03-08,2026-03-24,BR011
TXN003936,M62548,978-0-04-810930-9,04/27/2025,2025-05-07,BR010
TXN003937,M21668,978-1-63439-252-5,2025-05-29,2025-06-12,BR007
TXN003938,M14426,978-1-195-67563-1,2025-02-11,,BR001
TXN003939,M42016,978-0-506-82122-4,2024-10-29,2024-11-17,BR008
TXN003940,M60609,978-0-670-88050-8,2025-01-07,2025-01-22,BR007
TXN003941,M67852,978-1-81436-597-4,2026-05-30,2026-06-18,BR011
TXN003942,M59827,978-1-4460-0452-4,2025-06-30,2025-07-19,BR001
TXN003943,M71073,978-0-464-84494-5,2025-03-18,2025-03-24,BR006
TXN003944,M79339,978-1-79365-611-7,2026-03-11,2026-03-21,BR011
TXN003945,M40771,978-0-378-87058-0,2025-08-02,2025-08-19,BR010
TXN003946,M91364,978-1-81936-694-5,2026-01-24,2026-02-06,BR013
TXN003947,M55702,978-1-186-24475-4,2025-02-03,2025-02-13,BR011
TXN003948,M53307,978-0-19-290221-4,2025-04-16,2025-05-09,BR012
TXN003949,M43737,978-0-02-599919-0,2026-03-05,2026-03-24,BR010
TXN003950,M89099,978-0-584-64394-7,2025-11-18,2025-12-16,BR004
TXN003951,M43879,978-0-608-98885-6,2025-10-02,2025-10-31,BR005
TXN003952,M45342,978-1-329-56342-1,2024-12-08,2024-12-30,BR001
TXN003953,M96164,978-0-203-26509-3,2025-11-26,2025-12-15,BR003
TXN003954,M53016,978-1-01-917920-8,2026-02-18,2026-03-14,BR010
TXN003955,M38642,978-0-01-850880-4,2024-11-11,2024-11-28,BR011
TXN003956,M86367,978-0-87260-013-3,2025-03-28,2025-04-01,BR002
TXN003957,M11045,978-1-368-05373-0,2025-12-05,2025-12-28,BR008
TXN003958,M32719,978-0-327-35712-4,2024-09-12,,BR013
TXN003959,M52837,978-0-945659-77-8,2024-10-11,2024-11-01,BR006
TXN003960,M64106,978-1-82950-814-4,2025-06-04,2025-07-02,BR013
TXN003961,M26470,,2024-06-30,,BR001
TXN003962,M46456,978-1-4224-0592-5,2026-02-03,2026-02-08,BR007
TXN003963,M90076,978-1-81414-139-4,2025-10-10,,BR014
TXN003964,M56631,978-0-249-72439-4,2024-07-20,2024-08-04,BR004
TXN003965,M53688,978-0-297-55726-5,2025-09-22,2025-10-05,BR009
TXN003966,M34944,978-0-14-065266-6,2024-11-08,2024-11-24,BR011
TXN003967,M10303,978-0-10-273663-2,2024-11-04,,BR013
TXN003968,M85191,978-1-216-89363-1,2024-11-11,2024-11-29,BR005
TXN003969,M49104,978-0-7260-7201-7,01/17/2026,2026-01-20,BR007
TXN003970,M19499,978-0-9542527-5-5,2024-12-10,2025-01-08,BR009
TXN003971,M36830,978-0-13-125129-8,2024-07-09,2024-07-15,BR004
TXN003972,M97916,978-0-909656-10-2,2025-08-28,2025-09-07,BR014
TXN003973,M69967,978-0-19-185488-0,2025-11-03,2025-11-07,BR007
TXN003974,M12453,978-1-933686-09-7,2025-01-21,2025-02-07,BR012
TXN003975,M98447,978-1-361-97731-6,2025-11-23,2025-12-20,BR013
TXN003976,M13672,,04/05/2025,2025-04-26,BR013
TXN003977,M51129,978-0-426-83441-0,2026-06-21,2026-07-04,BR010
TXN003978,M86358,978-1-64613-684-1,2026-03-07,2026-03-10,BR015
TXN003979,M94755,978-0-414-26430-4,2026-04-17,2026-04-20,  BR008 
TXN003980,M71055,978-1-65234-138-3,02/04/2025,2025-04-13,BR005
TXN003981,M17660,978-0-901079-32-9,2025-02-21,2025-03-05,BR013
TXN003982,M16151,978-0-9985752-5-4,2025-12-07,2025-12-21,BR010
TXN003983,M61228,978-1-68815-590-9,2026-04-09,2026-05-07,BR013
TXN003984,M30903,978-1-396-09626-6,2025-01-30,2025-02-19,BR009
TXN003985,M40641,,04/06/2025,2025-06-17,BR001
TXN003986,M85185,978-0-7666-0811-5,2025-09-04,2025-09-12,BR004
TXN003987,M12879,978-1-77296-656-5,2025-06-09,2025-06-12,BR007
TXN003988,M26102,978-0-342-28562-4,2024-09-04,2024-10-04,BR013
TXN003989,M11403,978-1-5419-8281-9,2025-11-02,2025-11-22,BR003
TXN003990,M89948,978-0-244-41899-1,2024-10-04,2024-10-06,BR004
TXN003991,M32748,978-1-68467-678-1,09/09/2025,,BR004
TXN003992,M32680,978-1-70590-411-4,2025-02-25,2025-03-24,BR009
TXN003993,M73915,978-1-246-28733-2,2025-03-27,2025-04-26,BR004
TXN003994,M27276,,2026-02-08,2026-02-11,BR009
TXN003995,M86221,978-1-4599-1022-5,2025-09-10,2025-09-16,BR002
TXN003996,M31418,978-1-339-05504-6,2025-12-15,,BR005
TXN003997,M58929,978-1-86223-070-5,2025-08-03,2025-08-25,BR015
TXN003998,M81626,978-0-06-794975-7,2024-12-10,2024-12-31,BR014
TXN003999,M93369,978-1-4621-5958-1,2025-10-05,2025-10-09,BR014
TXN004000,M91565,978-0-501-65755-2,2026-03-24,2026-04-23,BR015
TXN004001,M44564,978-0-463-34889-5,2025-02-27,2025-03-17,BR011
TXN004002,M67764,978-0-88079-640-8,2026-03-23,2026-04-09,BR011
TXN004003,M18400,978-0-420-31977-7,2025-01-30,,BR010
TXN004004,M86668,978-0-501-01626-7,2025-09-18,2025-10-06,BR007
TXN004005,M46929,978-0-601-94127-8,2026-03-03,2026-03-11,BR012
TXN004006,M73631,978-0-555-16517-1,2025-11-10,2025-11-13,BR008
TXN004007,M34419,978-1-4523-8055-1,2026-03-08,2026-03-12,BR002
TXN004008,M79588,978-0-09-258728-3,17/08/2024,2024-08-29,BR001
TXN004009,M82456,978-1-889163-75-8,04/09/2025,2025-10-03,BR011
TXN004010,M19690,978-0-552-16674-4,2024-12-09,2024-12-19,BR014
TXN004011,M14725,978-1-4723-8750-9,2025-03-11,2025-03-15,BR010
TXN004012,M87038,978-1-05-833343-2,2026-01-07,2026-01-27,BR012
TXN004013,M51725,978-0-529-24075-0,2025-10-16,2025-10-22,BR008
TXN004014,M28625,978-0-236-41224-2,2025-12-02,2025-12-10,BR012
TXN004015,M83080,978-0-371-00687-0,2024-10-12,2024-10-22,BR001
TXN004016,M29615,978-0-663-57967-9,2025-08-06,2025-08-17,BR003
TXN004017,M99797,978-0-01-819023-8,2025-06-11,2025-07-09,BR015
TXN004018,M35212,978-0-18-451462-3,2025-11-08,2025-11-15,BR012
TXN004019,M36523,978-1-925422-18-4,2024-08-26,2024-09-24,BR005
TXN004020,M12427,978-0-945659-77-8,2026-06-24,2026-07-13,BR008
TXN004021,M53331,,21/08/2025,,BR008
TXN004022,M31785,,2024-08-01,2024-08-14,BR006
TXN004023,M76517,978-1-101-62249-0,2025-08-04,2025-08-15,BR010
TXN004024,M34833,978-1-182-72382-6,2025-06-27,2025-07-20,BR008
TXN004025,M33810,978-0-680-11923-0,2025-02-05,2025-02-25,BR003
TXN004026,M51488,978-1-296-69417-3,2025-08-24,2025-09-09,BR003
TXN004027,M72149,978-1-08-698221-3,2024-12-29,2025-01-17,BR003
TXN004028,M30134,,2024-08-15,2024-08-27,BR002
TXN004029,M81137,978-1-71862-667-6,2024-08-27,,BR003
TXN004030,,978-0-89365-435-1,2026-04-14,2026-04-18,BR003
TXN004031,M19350,978-0-205-02549-7,2025-05-05,,BR004
TXN004032,M87517,978-1-106-61690-6,30/11/2024,2024-12-08,BR007
TXN004033,M70722,978-1-287-28660-8,2026-03-13,2026-04-09,BR011
TXN004034,M91582,978-1-306-62481-7,2025-08-16,2025-08-19,BR001
TXN004035,M53938,978-0-295-11084-4,2025-09-19,2025-10-07,BR001
